Latitude,Longitude,Depth_km,Magnitude,Cluster
54.5655,-160.2447,17.015,3.0,1
9.2857,94.2457,10.0,4.3,3
54.5739,-159.9549,27.033,2.9,1
19.2965,145.452,172.446,4.3,2
54.7177,-160.1279,13.815,2.9,1
54.4729,-160.2692,17.005,2.6,1
54.592,-159.9344,21.537,3.0,1
54.473,-160.1445,35.0,2.6,1
54.5902,-160.1205,30.019,2.7,1
54.5327,-160.0215,10.0,2.9,1
54.5473,-160.1622,21.472,2.6,1
54.5442,-159.7054,37.837,3.9,1
54.5132,-160.2302,35.0,3.9,1
54.4556,-160.0428,35.0,3.2,1
54.4859,-160.1038,27.097,3.0,1
54.5048,-160.108,35.0,3.2,1
54.5731,-160.1906,26.426,3.0,1
54.5227,-159.9857,35.0,3.1,1
54.4842,-159.9533,25.238,2.8,1
54.4683,-159.9886,18.694,3.5,1
54.3245,-159.8103,29.627,3.1,1
54.4684,-159.8958,35.0,3.5,1
54.4564,-159.9709,35.0,3.1,1
54.459,-160.76,10.0,3.3,1
54.4175,-160.1238,18.782,3.2,1
54.4456,-159.9294,35.0,3.1,1
54.5034,-159.8809,31.966,2.9,1
54.4234,-159.9423,35.0,3.0,1
54.4285,-159.9134,35.0,3.0,1
51.9181,-173.3161,35.0,2.6,1
54.5798,-160.5293,16.813,2.9,1
54.5838,-160.2929,35.0,2.8,1
54.5238,-159.9454,28.815,3.4,1
54.5847,-159.8738,27.962,3.4,1
-37.7369,-73.9014,19.885,4.1,3
54.5375,-159.8895,35.0,3.2,1
54.5752,-160.1982,30.304,3.3,1
54.4227,-160.3031,23.867,3.2,1
54.4117,-160.0042,35.0,2.7,1
54.4921,-160.001,35.0,2.7,1
9.4441,93.9067,10.0,4.2,3
54.5437,-160.2353,18.232,2.9,1
54.5449,-160.5075,13.199,2.9,1
54.5584,-160.4282,13.443,3.0,1
54.6312,-159.9816,22.371,3.4,1
54.4175,-160.3575,35.0,2.8,1
54.438,-160.1516,31.769,3.2,1
54.5784,-160.3587,16.985,2.9,1
54.413,-160.0371,29.724,2.8,1
54.4809,-160.2649,35.0,2.7,1
54.63,-160.3147,6.197,3.1,1
54.439,-159.8487,34.97,2.8,1
54.7837,-160.2681,4.55,2.9,1
54.6132,-159.5519,32.714,2.8,1
54.5987,-159.9856,21.686,3.0,1
36.4676,-112.2952,13.959,2.6,1
54.5182,-159.7927,27.154,2.9,1
54.6161,-159.8739,47.136,4.4,1
54.4227,-160.0084,33.419,2.8,1
51.5918,-175.2628,33.506,3.0,1
54.5936,-160.3073,35.0,3.6,1
54.4474,-159.9761,21.199,3.3,1
54.5042,-159.8669,31.886,3.3,1
54.5387,-160.3234,13.993,2.9,1
54.5245,-160.1727,23.829,3.0,1
54.4278,-160.1777,35.0,3.7,1
54.4792,-159.8743,26.285,2.9,1
54.4719,-159.8452,36.302,3.9,1
54.6575,-160.1088,22.98,3.5,1
54.4985,-160.4633,35.0,2.8,1
54.4505,-159.5663,35.0,3.0,1
54.4476,-160.0826,35.0,2.7,1
54.4764,-160.1153,35.0,2.9,1
54.4639,-160.2692,35.0,2.9,1
54.528,-160.1234,26.244,2.9,1
54.5321,-160.205,17.831,3.0,1
54.629,-160.3829,10.0,3.0,1
54.5811,-160.1003,28.252,2.5,1
54.5696,-159.8641,22.423,3.1,1
54.6557,-160.0003,11.404,3.3,1
54.2873,-160.2233,35.0,3.2,1
54.4357,-160.1583,20.875,5.2,2
54.5047,-159.8347,33.397,4.4,1
54.4643,-159.8395,36.259,4.2,1
54.4812,-160.1805,36.254,3.6,1
54.1452,-160.3511,35.0,3.5,1
54.4891,-160.3484,35.947,3.3,1
54.53,-160.4947,12.859,2.9,1
54.5375,-160.3916,35.0,3.3,1
54.6022,-160.1568,15.621,3.4,1
54.4223,-160.0319,35.0,3.1,1
54.5694,-160.2531,27.188,2.9,1
54.3775,-160.4915,11.574,2.9,1
54.5752,-160.3304,10.801,3.0,1
54.5977,-160.2839,10.0,3.0,1
54.7365,-160.1698,18.22,2.8,1
54.47,-160.3788,12.458,3.1,1
54.3343,-159.858,28.452,3.4,1
54.4974,-160.4104,17.259,3.7,1
54.5044,-160.051,25.446,4.4,1
54.6258,-159.8562,18.996,2.9,1
54.5233,-160.2474,16.819,3.8,1
54.4499,-160.2244,27.603,3.1,1
54.3724,-160.1062,31.436,3.1,1
54.5945,-160.5204,10.0,2.9,1
54.571,-159.9778,32.484,3.9,1
54.5052,-159.8552,35.001,3.2,1
54.4454,-160.3182,19.807,4.5,1
54.6479,-160.2117,23.48,4.2,1
54.4265,-160.4036,28.447,3.5,1
54.4335,-160.0759,35.0,3.6,1
54.5066,-160.616,35.0,3.3,1
54.6151,-159.8565,18.368,3.0,1
54.5645,-159.8742,38.316,4.0,1
54.4954,-160.2921,16.595,3.1,1
54.3943,-160.0397,29.832,2.9,1
54.6443,-160.2589,15.811,3.0,1
54.6015,-160.2532,13.897,3.0,1
54.5777,-160.2674,22.96,2.9,1
54.5899,-160.0632,35.075,2.9,1
54.4434,-160.0859,34.597,3.4,1
54.459,-159.6977,33.217,4.1,1
54.5762,-159.9767,30.235,3.6,1
54.5264,-160.4271,35.0,3.4,1
54.5394,-160.1504,32.407,3.1,1
54.4654,-159.8389,25.358,3.1,1
54.5543,-160.4894,17.022,3.2,1
54.4647,-160.0576,23.852,4.3,1
54.5475,-160.2015,23.175,4.3,1
54.3779,-160.1077,35.0,3.9,1
54.6002,-160.0429,9.813,3.2,1
54.3452,-160.0556,33.591,3.1,1
54.5118,-160.318,18.803,4.4,1
54.6579,-160.4966,10.081,4.0,1
54.5904,-160.2783,4.828,2.7,1
54.546,-160.3731,18.816,3.1,1
54.6334,-160.5009,9.74,2.9,1
54.5897,-159.9828,24.398,3.3,1
54.4346,-159.9709,33.483,3.0,1
54.626,-160.3044,26.694,3.1,1
54.5581,-160.8211,10.067,2.8,1
54.7297,-159.4826,33.047,3.2,1
54.3978,-160.1437,35.0,3.2,1
54.5378,-160.0731,10.802,3.5,1
54.6448,-160.383,20.197,3.4,1
54.5035,-160.2417,35.0,3.4,1
54.5273,-160.0566,24.659,3.3,1
54.2697,-159.8795,35.0,3.2,1
54.4787,-159.6669,25.956,3.0,1
54.4911,-159.9346,35.0,3.2,1
54.7547,-160.4441,35.0,3.2,1
31.2531,130.0771,185.884,4.0,2
54.5083,-160.1291,35.0,3.4,1
54.4232,-160.041,35.0,3.2,1
54.4103,-160.9885,7.905,3.5,1
54.5948,-160.3085,36.939,3.3,1
54.4039,-159.9474,27.443,3.1,1
54.5651,-159.8926,35.0,3.6,1
54.6237,-159.8593,24.203,3.5,1
54.4596,-160.1162,35.0,3.6,1
54.4675,-160.123,35.0,3.7,1
54.4779,-159.951,27.614,3.4,1
54.4899,-159.9242,35.782,3.2,1
54.492,-160.1889,35.0,3.8,1
54.474,-160.2867,23.119,4.2,1
32.412,-102.143,8.8135,2.5,1
54.5663,-160.1797,35.0,4.3,1
54.4137,-160.2245,38.451,3.7,1
54.5973,-159.8086,43.905,5.4,2
54.5652,-160.4689,38.0,7.3,2
24.309,124.949,35.0,4.2,2
43.8341,-105.3346,0.0,3.1,1
19.116166666667,-66.474,34.76,3.05,1
0.0511,123.3452,140.121,4.5,3
-53.9769,-1.7298,10.0,4.5,3
-29.7141,-13.6047,10.0,4.6,3
-17.2873,-177.093,383.261,4.6,0
19.253333333333,-155.377,3.42,2.53,1
-7.3356,127.6745,10.0,5.0,3
51.3726,-177.9151,57.269,3.4,1
52.1732,-173.3679,69.829,5.0,2
-6.0988,130.9364,123.502,4.1,3
33.5787,141.861,10.0,4.3,2
-14.8495,-70.6926,199.908,4.3,3
19.0925,-155.36066666667,33.13,2.97,1
19.2555,-155.3775,3.92,2.53,1
-59.7372,-26.4457,98.872,5.2,3
32.5133,137.4909,379.239,4.3,0
-28.1395,-70.8273,60.1,4.7,3
51.6082,-177.0465,69.28,2.5,1
12.8638,48.7384,10.0,4.4,3
-37.9039,-73.6818,16.673,4.1,3
19.5495,-64.4043,36.0,3.72,1
-9.6313,125.0453,10.0,4.1,3
-21.4276,-68.6174,126.387,4.2,3
56.1522,-149.061,10.0,3.4,1
51.3883,178.7449,35.0,2.9,2
-27.416,-177.087,74.662,4.4,3
48.1271,154.4595,42.831,4.8,2
83.339,-32.3826,10.0,4.0,2
83.2412,-32.7761,10.0,4.3,2
52.873,-174.2824,193.499,3.1,1
9.3115,94.1776,10.0,4.4,3
41.2072,-116.7265,6.9,2.5,1
41.1963,-116.7252,8.2,3.1,1
52.5875,-174.2611,199.562,3.4,1
29.3758,129.4362,10.0,4.5,2
29.2994,129.3616,10.0,4.6,2
17.959,-65.693166666667,7.61,2.86,1
17.964666666667,-65.7155,4.36,2.75,1
19.160166666667,-155.50016666667,31.76,3.04,1
0.1654,121.7758,204.055,4.1,3
51.6108,178.6221,74.345,2.7,2
34.518,-118.9365,0.17,2.66,1
63.8169,-148.9642,0.6,2.7,1
5.6485,61.4693,10.0,4.2,3
51.3503,-176.2513,35.0,3.3,1
42.0602,139.5657,190.876,4.6,2
17.9395,-65.704166666667,9.62,2.73,1
63.8264,-148.9729,2.4,2.6,1
42.4627,72.3418,10.0,4.2,2
29.277,129.5242,10.0,4.3,2
18.4277,120.7461,43.148,4.5,2
32.9076,-109.6119,0.0,2.6,1
3.1981,127.0838,35.0,4.4,3
-55.9542,-27.8536,111.301,4.2,3
13.1253,144.6479,64.001,4.8,2
-24.31,-67.2445,187.979,4.5,3
-6.1833,142.3374,10.0,5.2,3
22.0738,96.1641,10.0,4.9,2
-22.2697,-66.1409,238.209,4.2,3
51.0322,-179.9359,35.0,2.6,1
31.65,-104.426,5.6384,2.7,1
-21.7679,-176.6199,199.014,4.2,3
51.6585,176.339,35.0,3.7,2
39.598666666667,-93.386166666667,8.24,2.53,1
-18.0509,-178.4464,629.783,4.8,0
35.2821667,-118.464,6.46,2.64,1
52.2492,-170.4677,35.0,2.5,1
-3.4576,129.2547,53.948,4.3,3
19.666666666667,-64.8745,20.81,3.28,1
83.2703,-33.136,8.0,5.8,2
29.3123,129.4541,10.0,4.9,2
-10.9536,165.5544,10.0,4.1,3
40.463,-125.89216666667,10.0,2.75,1
60.2283,-153.3005,132.6,3.4,1
38.7751,70.4663,10.0,4.2,2
40.385,-126.046,10.0,3.1,1
0.2595,126.0832,44.422,4.5,3
-10.6787,110.1796,10.0,4.2,3
29.8146,98.7907,10.0,4.1,2
36.4413,140.6382,50.873,4.9,2
21.7114,121.0085,10.0,4.8,2
61.5786,-150.6132,64.1,2.7,1
29.2813,129.4995,10.0,4.5,2
-19.1652,-177.1744,335.954,4.4,0
19.162333333333,-155.50233333333,31.63,2.94,1
39.2201,-99.4601,11.695,3.0,1
-18.6787,65.6682,10.0,4.4,3
-5.5813,146.9977,206.732,4.3,3
63.1067,-149.4391,82.5,3.0,1
-17.4423,-71.2192,86.241,4.1,3
-18.6471,65.3925,10.0,4.7,3
19.159333333333,-155.5055,31.43,2.77,1
-30.0661,-177.9432,48.15,5.7,3
-18.7291,65.5576,10.0,4.6,3
17.950666666667,-66.979333333333,6.99,2.54,1
32.069,-103.726,6.8817,3.5,1
51.376,-176.012,19.077,2.7,1
-8.3553,116.017,10.0,4.5,3
53.6598,-166.9808,100.208,3.6,1
36.739,54.7048,10.0,4.6,2
9.4361,94.1008,10.0,4.3,3
-8.8999,-79.3322,56.381,4.4,3
51.1279,179.3277,20.536,3.1,2
54.7865,-156.533,25.6,2.8,1
-16.8565,-173.4989,39.87,4.3,3
19.4056,-64.7958,37.0,3.85,1
61.9604,142.1841,10.0,4.2,2
-20.5026,-174.28,35.0,5.0,3
18.3736,145.9056,185.544,4.3,2
29.3332,129.4346,10.0,5.2,2
4.1895,126.5775,35.0,4.5,3
-10.375,161.5426,67.9,4.2,3
-22.5347,-174.6256,10.0,4.9,3
18.1482,120.6989,50.0,5.4,2
19.652,-66.1565,37.0,3.48,1
-2.6246,129.5177,10.0,4.4,3
28.751,-98.835,3.7331,2.8,1
18.5166,145.6365,192.659,4.3,2
5.1156,125.3731,181.628,4.3,3
17.8277,119.7271,10.0,4.6,2
46.7405,151.2916,121.835,4.1,2
6.1721,-82.5237,10.0,4.3,3
-2.9195,129.5592,10.0,4.7,3
38.235,-115.9791,8.1,2.6,1
17.941,-95.1842,128.51,4.3,3
18.1543,-67.9576,89.0,3.66,1
51.1894,-179.9832,35.0,3.1,1
46.5459,151.4305,74.0,5.8,2
28.2086,130.9833,10.0,4.6,2
51.2363,-179.7611,40.483,4.0,1
19.194,-155.607,0.22,2.85,1
63.6226,-149.954,12.2,2.7,1
43.699,-105.3271,0.0,3.3,1
-34.8203,-179.7793,35.0,4.6,3
40.366666666667,-124.9215,14.79,2.8,1
-17.7979,-70.1269,112.26,4.6,3
-33.6042,-178.6284,10.0,4.4,3
-13.3198,-111.7371,10.0,5.1,3
28.7236,67.1787,10.0,4.3,2
6.1706,-82.7372,10.0,6.2,3
30.3115,140.8922,10.0,4.8,2
-16.814,-177.4186,414.293,4.5,0
12.5563,-88.137,50.904,4.3,3
51.3369,-176.5891,35.0,2.5,1
62.8566,-148.9783,64.5,2.8,1
28.0958,103.5573,10.0,4.3,2
-3.4937,140.5688,35.0,4.4,3
32.069,-103.728,7.6379,3.2,1
1.3278,126.6194,35.485,4.5,3
-51.561,139.4622,10.0,4.5,3
-51.5777,138.9079,10.0,4.4,3
38.819666666667,-122.76066666667,1.7,2.51,1
-51.5125,138.4991,10.0,4.3,3
-57.9207,-24.5323,10.0,4.4,3
-2.0582,120.7279,10.0,5.0,3
53.2483,-162.0436,10.0,2.7,1
-57.9396,-24.3082,10.0,4.4,3
59.9005,-153.5037,134.5,4.3,1
51.8986,-179.4308,163.219,2.8,1
-2.8451,129.5201,10.0,4.6,3
-7.4704,128.2213,144.482,4.5,3
34.807,-116.4336667,3.88,2.57,1
40.382166666667,-125.19516666667,10.0,2.73,1
-18.1153,169.1022,236.735,4.1,3
40.4447,63.1698,10.0,4.5,2
-17.7322,-178.7735,551.011,4.4,0
52.3381,-165.6053,10.0,2.5,1
19.033333333333,-155.4005,33.24,2.83,1
21.6642,99.7826,10.0,4.5,2
-49.7175,163.7419,10.0,4.5,3
19.33,-64.785666666667,43.76,3.38,1
61.0358,-147.4155,9.2,2.7,1
55.6669,164.9884,10.0,5.0,2
-6.2201,131.2331,70.687,6.7,3
1.3313,126.566,35.0,5.2,3
36.7449,-1.8443,10.0,5.2,2
17.927666666667,-67.0465,7.34,2.54,1
-0.6616,123.2397,18.91,4.5,3
2.9711,-31.3085,10.0,4.5,3
18.8325,-66.390333333333,52.26,3.11,1
18.5951,-68.8185,151.0,3.69,1
-24.1169,179.1512,545.062,4.7,0
21.6279,99.806,10.0,4.2,2
51.018,-176.036,10.0,2.5,1
29.3466,129.611,10.0,4.5,2
-58.5908,-8.1103,10.0,4.8,3
56.7348,-156.1842,64.4,3.1,1
-23.298,-177.1322,185.588,4.5,3
1.6654,127.3281,139.451,4.6,3
52.3211,-174.2675,186.53,3.3,1
-7.1031,101.9285,10.0,4.4,3
51.3801,-179.3756,10.0,2.6,1
36.4716,70.6872,196.009,4.0,2
22.7652,95.9256,10.0,4.3,2
37.4615,-118.81183333333,6.31,2.99,1
-22.5717,-67.6221,164.474,4.5,3
19.100333333333,-68.224,25.12,3.19,1
-20.0941,-69.0459,110.96,4.2,3
9.3592,93.5887,10.0,4.4,3
19.336666666667,-68.460166666667,39.52,3.33,1
-4.3094,136.2139,10.0,4.4,3
28.1367,131.1038,10.0,4.4,2
51.5215,-173.5238,35.0,3.0,1
19.122,-66.506666666667,18.26,3.01,1
-47.3633,165.4721,10.0,4.3,3
-19.0163,-174.7653,93.302,4.8,3
7.1206,127.3934,31.808,5.1,3
-56.3242,-25.8462,10.0,4.4,3
36.1745,-118.0305,2.0,2.66,1
-7.966,122.8202,233.285,4.0,3
40.494666666667,-124.85266666667,17.85,2.8,1
29.3696,129.4658,10.0,4.8,2
-6.7226,130.0323,157.367,4.5,3
-16.1686,178.2546,10.0,4.2,3
52.0144,179.476,184.178,2.7,2
9.3388,93.8813,10.771,5.2,3
7.065,-34.181,10.0,4.7,3
36.1743333,-118.0321667,2.03,3.98,1
51.2741,-176.7799,28.011,3.5,1
29.2619,129.4963,10.0,5.0,2
-55.3861,-129.7475,10.0,4.5,3
29.4111,129.1909,10.0,4.5,2
29.3681,129.5346,10.0,5.0,2
-23.8061,179.0328,544.666,4.4,0
36.0774,142.5814,10.0,4.6,2
6.9431,-73.1526,151.092,4.3,3
18.5209,-69.6478,101.815,3.9,3
-48.9031,-8.1979,10.0,4.4,3
13.2103,145.3437,74.39,4.2,2
10.8128,-86.6771,10.0,4.6,3
29.509,130.4384,35.0,4.2,2
29.3941,130.4834,35.308,4.4,2
29.314,130.5112,38.92,4.3,2
51.0959,-178.9082,22.589,2.5,1
35.89716667,-97.34333333,7.38,2.62,1
61.3823,-149.9846,50.2,2.8,1
-18.1332,168.3777,32.428,5.3,3
-24.1879,-66.7496,182.238,5.0,3
-5.9522,146.9104,102.019,4.2,3
-17.4241,167.8977,35.0,4.4,3
13.5274,120.7937,196.71,4.4,3
14.4978,-90.6886,6.024,3.5,1
67.5022,-161.3701,4.5,2.7,1
18.023666666667,-66.7925,14.0,2.51,1
-22.5933,-68.0144,153.524,4.4,3
32.7918333,-115.8293333,4.81,2.62,1
-9.8854,116.6311,54.034,4.1,3
50.3774,-175.2058,10.0,2.8,1
-49.4283,-8.074,10.0,4.5,3
51.0677,-173.9925,10.0,2.6,1
11.056,126.1894,10.0,4.5,2
53.4677,-165.5657,35.0,3.0,1
-20.9434,-178.7453,594.66,4.2,0
29.4338,129.3125,10.0,4.5,2
29.3521,129.3309,10.0,4.8,2
59.9872,-153.2259,136.7,2.6,1
53.4218,-163.1288,33.872,2.8,1
-24.2968,-179.9884,533.552,4.5,0
-5.8682,146.3753,115.4,4.6,3
-24.2684,179.9153,506.222,4.4,0
53.535,-162.8013,10.0,2.9,1
-8.135,-74.4482,156.869,4.4,3
51.549,-176.9975,65.221,3.2,1
40.347166666667,-124.74216666667,19.21,2.64,1
19.335833333333,-66.3055,21.05,3.18,1
50.4858,-173.0601,10.0,3.5,1
-17.5047,-178.7743,544.388,4.5,0
38.8069,70.9039,16.78,4.5,2
-6.5797,104.4407,54.834,4.5,3
46.6819,152.7237,55.83,4.1,2
18.9166,-69.3012,97.147,4.0,3
38.3527,74.3233,137.271,4.2,2
31.609,-103.962,8.6249,2.9,1
-10.3764,161.3898,65.873,4.2,3
62.0798,-149.2123,34.1,4.4,1
-22.1775,-179.6341,596.772,4.0,0
-16.2507,-172.8301,10.0,4.7,3
19.473,-68.9978,10.0,3.0,1
-54.5739,157.0698,10.0,4.5,3
38.3179,20.4551,41.345,4.2,2
-5.8145,151.2915,35.0,4.4,3
-9.042,124.0259,100.185,4.4,3
62.3228,-148.8763,41.3,2.7,1
36.548166666667,-121.07583333333,10.51,3.46,1
56.4563,164.1685,10.0,4.9,2
60.2935,-153.6422,188.1,2.5,1
-32.1158,-68.3992,126.63,4.9,3
51.4042,179.4336,53.072,2.7,2
40.665,-124.3675,25.0,2.65,1
-5.5512,146.6973,142.13,4.3,3
42.9992,-110.9047,10.899,2.8,1
-29.9747,-178.8097,222.473,5.3,3
3.0404,-31.3941,10.0,4.9,3
51.9068,-173.5699,8.85,2.8,1
-38.3871,178.776,20.424,4.4,3
1.8647,128.5913,10.0,4.5,3
51.5786,-168.5784,10.0,2.7,1
-21.1525,-68.5408,118.959,4.1,3
-8.4181,111.0823,108.805,4.3,3
52.0937,-168.4506,10.0,2.9,1
29.3935,129.4081,10.0,5.0,2
29.3393,129.4194,10.0,4.8,2
52.7177,-34.7979,10.0,4.3,2
-3.3861,143.6125,10.0,4.4,3
41.5353,141.981,66.838,4.3,2
18.809,-67.329166666667,15.05,2.96,1
19.3303,-64.8018,47.0,3.58,1
-1.585,96.5286,10.0,4.7,3
-17.4911,-178.649,576.188,4.3,0
37.579333333333,-113.364,9.08,2.55,1
41.1481,141.7657,59.102,4.3,2
2.9712,-31.3943,10.0,4.8,3
-24.0131,179.93,536.48,4.4,0
3.0436,-31.2907,10.0,4.6,3
52.6237,-163.3957,10.0,2.8,1
-4.3587,132.5761,10.0,5.1,3
-58.1669,-25.5017,35.0,4.4,3
-5.4704,145.8681,84.532,4.2,3
42.7322,143.2454,10.0,4.1,2
51.9149,178.3266,105.945,2.6,2
-16.5352,-174.7375,292.287,4.1,0
43.8103,-105.3772,0.0,3.2,1
51.4883,-178.1643,20.055,2.6,1
-10.6655,-74.9361,35.0,4.6,3
60.0,-151.2207,45.7,2.5,1
18.753666666667,-66.320333333333,52.71,2.65,1
37.2323,20.4701,37.579,4.7,2
40.356333333333,-124.904,13.33,3.05,1
28.9429,76.8282,10.0,4.1,2
55.602,-162.184,172.083,2.6,1
1.0484,127.0165,42.602,4.9,3
-7.2144,120.1632,561.41,4.4,0
-21.6058,-179.1001,575.623,4.1,0
4.937,127.879,10.0,4.3,3
18.2891,120.7619,55.616,4.4,2
3.1709,97.3212,59.324,5.0,3
38.1856,20.3753,54.417,4.2,2
-55.4084,-123.4515,10.0,4.2,3
51.6749,-176.7088,54.591,4.5,1
21.5117,97.2973,10.0,4.4,2
39.3605,-99.8084,9.283,2.7,1
51.1717,-178.5603,28.529,3.0,1
24.0069,125.9261,10.0,4.3,2
39.3237,-99.7915,9.363,2.6,1
-23.4007,170.8321,10.0,4.3,3
18.687666666667,-67.131166666667,13.8,2.83,1
-3.5304,137.9967,92.368,3.9,3
33.1608333,-115.6366667,11.21,4.34,1
-23.9748,179.9515,514.354,4.4,0
34.4561,25.0526,49.608,4.2,2
52.1577,-172.8448,77.928,2.7,1
18.1012,145.8735,113.161,4.5,2
33.1586667,-115.6365,10.56,3.35,1
33.1601667,-115.6405,5.15,3.06,1
-9.686,159.5362,11.297,4.2,3
29.3148,129.389,10.0,4.8,2
29.3134,129.2744,10.0,4.7,2
24.0592,125.9035,10.0,5.1,2
29.2844,129.4519,10.0,4.6,2
40.342833333333,-124.88333333333,13.97,2.85,1
52.187,-176.1531,131.957,3.0,1
18.526166666667,-67.0995,26.14,2.69,1
52.0807,-173.4873,83.759,3.2,1
38.836,-122.8045,2.66,2.91,1
-60.6025,-25.8034,10.0,4.3,3
51.9437,179.4421,183.221,3.5,2
36.2044,-33.775,10.0,4.5,2
44.220333333333,-110.76083333333,4.37,2.66,1
-3.0688,-75.5425,133.839,4.4,3
19.2057,-64.7966,35.0,2.7,1
9.0119,127.5474,10.0,4.3,3
-4.39,153.0537,10.0,4.6,3
35.939,-120.4895,9.48,3.15,1
-9.061,67.3253,10.0,5.1,3
59.882,-153.2591,127.2,2.6,1
29.211,129.4627,10.0,4.5,2
29.3423,129.4711,10.0,4.6,2
54.7494,-156.0934,12.0,2.5,1
25.5376,95.3851,121.537,4.3,2
33.7853333,-116.082,1.87,3.01,1
33.2601667,-116.4271667,5.29,3.7,1
51.8625,178.0454,147.373,2.5,2
-16.8066,-173.0344,36.396,4.4,3
43.5669,-105.3058,0.0,2.8,1
-23.4655,-66.409,207.267,4.3,3
51.5469,178.3297,54.114,2.8,2
-7.4234,127.7139,155.236,4.3,3
31.448,-103.875,6.0486,3.0,1
-8.5603,110.5044,85.376,4.3,3
-41.2645,175.076,15.26,3.2,3
43.0866,-126.5387,10.0,2.6,1
53.1836,-174.8706,184.834,3.0,1
-17.6156,-178.7872,548.042,4.9,0
43.7336,-105.382,0.0,3.1,1
51.5984,176.9356,35.0,2.8,2
52.817,159.7294,62.698,4.0,2
29.3512,129.6219,10.0,4.4,2
33.1158,141.9006,10.0,4.3,2
-16.8234,-173.6765,41.284,4.5,3
50.2457,-176.3769,10.0,2.9,1
-22.1756,-179.7187,610.483,4.1,0
-34.2117,178.947,237.13,4.9,3
3.1772,-31.4065,10.0,4.8,3
40.388166666667,-125.3015,10.0,2.99,1
-6.7017,129.8172,160.711,4.7,3
14.0764,-90.2605,150.201,4.8,3
32.44,-102.064,8.4229,3.7,1
51.8537,-173.9033,187.506,2.7,1
52.0197,-179.1434,218.864,2.7,1
52.511,160.0678,69.31,4.6,2
15.7167,-93.8596,81.638,5.0,3
13.9163,144.6209,182.232,3.8,2
39.5129,-99.3582,7.558,2.7,1
50.2722,178.9145,10.0,3.4,2
2.6947,128.4941,220.634,4.4,3
34.8742,26.5035,10.0,4.0,2
-27.0295,26.7303,5.0,4.8,3
17.4847,-61.2607,22.975,4.3,3
21.6881,144.4612,83.446,4.4,2
52.2106,-170.3691,35.0,2.8,1
51.6721,178.8846,91.052,2.8,2
52.2425,-170.4055,35.44,3.8,1
-5.8278,-50.5412,10.0,4.6,3
5.2089,-73.6458,146.8,4.4,3
-18.9676,-69.059,122.615,5.0,3
56.7708,-155.9896,9.2,2.6,1
36.3665,71.0806,115.516,4.1,2
19.5425,-65.360166666667,59.97,3.39,1
73.0363,5.2405,10.0,4.7,2
-19.9065,-177.9182,550.22,4.4,0
14.5484,-90.6664,6.714,4.0,3
40.289,-124.65783333333,4.12,2.7,1
-15.2949,167.3503,118.416,4.2,3
-17.5198,167.8604,49.537,4.3,3
-17.9545,-178.5432,567.976,4.5,0
52.9019,-162.227,10.0,2.7,1
-3.8899,128.6862,59.38,4.7,3
36.2224,-34.0872,10.0,4.8,2
-15.5223,-174.5898,176.346,4.6,3
-15.5549,-174.5243,182.007,5.2,3
18.8546,-68.3591,56.0,3.93,3
14.45,-90.6657,10.0,3.5,1
-32.9269,-178.5052,10.0,4.6,3
-14.5885,-76.5399,10.0,4.2,3
-7.4231,128.1041,188.647,4.5,3
28.6735,76.6889,10.0,4.5,2
28.9134,51.4598,10.0,4.2,2
32.066,-103.729,7.6508,3.3,1
53.1784,-169.2888,96.353,2.6,1
-16.0687,-173.7091,90.747,4.4,3
53.4906,-163.1653,10.0,3.0,1
28.2414,65.5886,10.0,4.2,2
52.4225,-171.7139,80.32,2.7,1
15.0143,120.4564,10.0,4.4,2
35.663166666667,-84.149833333333,26.55,2.57,1
38.054,-111.1505,15.54,2.64,1
41.1011,-116.9992,9.0,3.2,1
37.3337,-115.5882,10.2,2.9,1
-5.7837,-50.5111,9.8,4.3,3
69.0837,-144.7172,8.2,2.5,1
-36.681,177.6464,170.892,4.2,3
-45.038,166.1316,13.184,4.6,3
36.723,25.7412,10.0,4.6,2
-4.528,35.1204,10.0,5.0,3
3.444,126.4908,75.033,4.4,3
12.2333,144.0086,51.16,4.3,2
19.361,-64.3371,34.0,3.67,1
-27.1666,-63.3263,575.164,5.2,0
43.0295,88.2292,10.0,4.9,2
50.7077,-173.087,10.0,2.9,1
52.0004,-179.0641,161.434,2.6,1
51.4728,178.5768,57.584,2.8,2
18.6285,-64.973666666667,34.92,2.61,1
30.7244,140.0531,10.0,4.7,2
40.283166666667,-124.5085,19.67,2.88,1
62.9286,-156.2924,11.3,2.8,1
34.1848,23.9131,35.0,4.2,2
34.8282,24.4278,49.811,4.4,2
40.370833333333,-125.008,10.0,2.74,1
30.6514,140.162,10.0,5.3,2
2.6308,127.2557,84.922,4.3,3
21.7768,144.1722,137.582,4.7,2
30.629,140.1616,10.0,4.5,2
54.2557,-159.6662,35.0,2.9,1
23.3894,121.6062,38.5,3.8,2
-18.0373,-178.4419,584.462,4.3,0
-22.9061,-66.7678,213.249,4.2,3
-6.5306,130.0234,165.128,4.5,3
-18.7255,-71.3066,25.535,4.3,3
3.0386,-31.3781,10.0,4.7,3
30.0261,69.8674,10.0,4.3,2
-6.3099,151.9589,10.0,4.4,3
52.0954,-178.5465,164.392,2.5,1
40.438666666667,-125.26416666667,10.0,2.89,1
17.947333333333,-66.875166666667,19.18,2.53,1
61.6839,-151.7514,94.9,2.8,1
